customerkey,cohort_year,total_orders,net_revenue,first_purchase_date,last_purchase_date,days_since_last_purchase,churn_status,avg_order_value
558445,2018,4,26328.34,2018-11-06,2024-02-20,60,Active,6582.09
775811,2019,1,26322.40,2019-01-02,2019-01-02,1935,Churned,26322.40
578215,2019,8,26305.77,2019-11-03,2024-02-28,52,Active,3288.22
498529,2015,5,26290.17,2015-01-08,2023-08-04,260,Churned,5258.03
894536,2018,2,26266.33,2018-10-24,2019-08-08,1717,Churned,13133.17
579639,2019,3,26256.47,2019-10-29,2023-02-17,428,Churned,8752.16
685354,2019,3,26247.06,2019-01-05,2022-07-12,648,Churned,8749.02
1089593,2019,1,26243.73,2019-02-16,2019-02-16,1890,Churned,26243.73
1064574,2019,3,26237.38,2019-01-01,2023-08-26,238,Churned,8745.79
2077108,2016,3,26236.30,2016-10-24,2022-06-06,684,Churned,8745.43
1513367,2017,4,26228.99,2017-03-10,2023-07-19,276,Churned,6557.25
1555984,2019,3,26184.97,2019-01-28,2023-11-29,143,At Risk,8728.32
1153802,2017,2,26159.32,2017-05-12,2019-11-14,1619,Churned,13079.66
1090001,2019,2,26146.57,2019-11-01,2023-05-30,326,Churned,13073.29
832176,2018,2,26142.39,2018-01-11,2019-06-06,1780,Churned,13071.20
549196,2018,4,26133.54,2018-06-22,2019-12-03,1600,Churned,6533.39
1548110,2018,3,26119.79,2018-09-05,2022-05-12,709,Churned,8706.60
1764530,2017,5,26107.14,2017-08-19,2023-08-06,258,Churned,5221.43
1251281,2018,5,26105.62,2018-06-09,2024-03-23,28,Active,5221.12
35463,2017,3,26099.33,2017-02-18,2023-08-23,241,Churned,8699.78
1907118,2017,3,26084.61,2017-11-10,2024-03-05,46,Active,8694.87
1251312,2019,4,26070.62,2019-07-31,2022-08-01,628,Churned,6517.66
216842,2017,4,26061.04,2017-01-09,2021-10-09,924,Churned,6515.26
2061443,2016,5,25994.07,2016-07-21,2023-12-07,135,At Risk,5198.81
975153,2015,2,25990.25,2015-09-20,2015-11-19,3075,Churned,12995.13
974318,2019,3,25934.05,2019-08-23,2020-12-21,1216,Churned,8644.68
1184651,2018,2,25923.99,2018-11-21,2023-05-23,333,Churned,12962.00
885419,2019,3,25898.55,2019-12-18,2022-09-17,581,Churned,8632.85
1916153,2019,3,25894.70,2019-08-08,2024-02-13,67,Active,8631.57
627571,2018,2,25884.96,2018-02-05,2023-06-24,301,Churned,12942.48
1811975,2016,3,25880.42,2016-03-15,2022-01-19,822,Churned,8626.81
1158174,2015,4,25835.28,2015-11-06,2018-04-17,2195,Churned,6458.82
1771872,2019,2,25827.95,2019-01-12,2022-01-05,836,Churned,12913.98
969322,2016,1,25827.55,2016-10-11,2016-10-11,2748,Churned,25827.55
1709440,2022,1,25806.69,2022-05-24,2022-05-24,697,Churned,25806.69
839675,2020,3,25802.11,2020-01-23,2022-11-23,514,Churned,8600.70
2010174,2021,3,25795.32,2021-07-20,2022-09-20,578,Churned,8598.44
1197351,2018,3,25778.57,2018-02-27,2023-01-28,448,Churned,8592.86
2032301,2017,7,25730.07,2017-01-17,2023-04-01,385,Churned,3675.72
1368870,2015,2,25720.72,2015-08-06,2021-06-01,1054,Churned,12860.36
600468,2022,2,25708.05,2022-04-20,2023-02-08,437,Churned,12854.03
1830353,2019,1,25633.75,2019-09-29,2019-09-29,1665,Churned,25633.75
1430890,2018,5,25603.89,2018-06-13,2024-02-25,55,Active,5120.78
1918581,2016,5,25559.76,2016-11-24,2022-11-18,519,Churned,5111.95
1717917,2017,5,25541.28,2017-06-23,2023-09-16,217,Churned,5108.26
1799147,2019,4,25535.29,2019-02-21,2022-09-27,571,Churned,6383.82
749391,2017,4,25528.71,2017-11-22,2023-02-15,430,Churned,6382.18
1601981,2019,2,25473.92,2019-11-22,2019-11-29,1604,Churned,12736.96
1408549,2016,4,25473.50,2016-01-28,2022-08-08,621,Churned,6368.38
655954,2022,1,25455.80,2022-01-19,2022-01-19,822,Churned,25455.80
513722,2017,4,25435.73,2017-08-08,2022-03-10,772,Churned,6358.93
394503,2015,3,25424.79,2015-05-11,2018-02-23,2248,Churned,8474.93
1659280,2021,2,25414.08,2021-03-16,2021-09-12,951,Churned,12707.04
939789,2016,1,25384.49,2016-01-02,2016-01-02,3031,Churned,25384.49
1090266,2017,4,25380.63,2017-01-12,2023-05-23,333,Churned,6345.16
1287280,2019,3,25362.96,2019-09-05,2023-02-01,444,Churned,8454.32
1809487,2018,4,25352.25,2018-05-21,2023-08-10,254,Churned,6338.06
1337924,2018,4,25350.92,2018-02-24,2022-11-29,508,Churned,6337.73
1061936,2018,1,25344.11,2018-03-14,2018-03-14,2229,Churned,25344.11
2050148,2015,3,25318.11,2015-02-21,2019-01-15,1922,Churned,8439.37
523665,2015,2,25295.91,2015-09-03,2019-01-01,1936,Churned,12647.96
1409018,2015,2,25293.29,2015-04-23,2023-08-10,254,Churned,12646.65
1946776,2018,3,25241.70,2018-08-20,2024-02-28,52,Active,8413.90
1319853,2015,4,25240.71,2015-05-05,2021-12-21,851,Churned,6310.18
1878801,2019,4,25233.02,2019-08-30,2024-03-07,44,Active,6308.26
1438946,2018,3,25227.54,2018-02-23,2022-12-28,479,Churned,8409.18
1731957,2019,3,25221.20,2019-06-21,2021-06-10,1045,Churned,8407.07
908445,2015,4,25218.95,2015-05-15,2019-06-08,1778,Churned,6304.74
1359717,2019,2,25217.64,2019-05-02,2021-09-04,959,Churned,12608.82
867979,2018,1,25204.73,2018-01-25,2018-01-25,2277,Churned,25204.73
726565,2018,2,25190.35,2018-11-15,2022-01-02,839,Churned,12595.18
2018989,2019,5,25181.48,2019-08-10,2022-10-10,558,Churned,5036.30
1026360,2016,3,25169.89,2016-01-24,2022-01-27,814,Churned,8389.96
1329034,2018,3,25153.20,2018-09-24,2021-07-07,1018,Churned,8384.40
1924394,2018,2,25133.93,2018-09-12,2019-10-15,1649,Churned,12566.97
676406,2017,2,25107.82,2017-07-11,2019-05-18,1799,Churned,12553.91
1883753,2018,3,25096.23,2018-01-20,2022-07-08,652,Churned,8365.41
2096487,2018,3,25089.39,2018-10-01,2022-03-25,757,Churned,8363.13
1921988,2017,3,25034.42,2017-03-20,2022-12-27,480,Churned,8344.81
533667,2022,2,25005.31,2022-06-25,2023-05-22,334,Churned,12502.66
463258,2017,4,24971.53,2017-12-20,2023-06-24,301,Churned,6242.88
1409882,2017,5,24931.27,2017-02-24,2022-12-10,497,Churned,4986.25
1955679,2021,1,24922.90,2021-01-23,2021-01-23,1183,Churned,24922.90
1483592,2018,5,24893.82,2018-10-30,2020-01-18,1554,Churned,4978.76
1652130,2015,4,24879.60,2015-08-24,2023-05-17,339,Churned,6219.90
312051,2021,2,24873.84,2021-05-11,2024-02-08,72,Active,12436.92
1835243,2017,6,24853.66,2017-06-28,2023-01-05,471,Churned,4142.28
1793842,2015,2,24836.11,2015-10-06,2019-01-11,1926,Churned,12418.06
922673,2016,1,24833.03,2016-07-02,2016-07-02,2849,Churned,24833.03
1472174,2016,4,24803.74,2016-05-09,2022-07-07,653,Churned,6200.94
773906,2017,4,24794.74,2017-10-23,2024-03-14,37,Active,6198.69
1851876,2016,2,24782.43,2016-12-23,2022-02-03,807,Churned,12391.22
1868700,2021,2,24748.20,2021-09-10,2023-02-16,429,Churned,12374.10
449067,2018,1,24702.18,2018-05-30,2018-05-30,2152,Churned,24702.18
837201,2019,2,24698.11,2019-03-02,2023-03-21,396,Churned,12349.06
1479456,2015,4,24680.69,2015-08-24,2022-02-15,795,Churned,6170.17
1238445,2021,2,24671.47,2021-11-03,2022-02-25,785,Churned,12335.74
1263972,2019,3,24665.87,2019-08-24,2023-05-10,346,Churned,8221.96
1767092,2017,5,24655.41,2017-09-29,2022-11-08,529,Churned,4931.08
1856180,2019,2,24654.48,2019-03-22,2023-01-14,462,Churned,12327.24
1987140,2018,5,24636.02,2018-10-08,2023-12-02,140,At Risk,4927.20
846833,2015,1,24630.42,2015-03-07,2015-03-07,3332,Churned,24630.42
537206,2021,3,24617.29,2021-05-01,2023-01-04,472,Churned,8205.76
2024159,2018,4,24610.97,2018-02-22,2019-11-22,1611,Churned,6152.74
590522,2019,1,24607.79,2019-12-02,2019-12-02,1601,Churned,24607.79
1856863,2022,2,24606.38,2022-05-11,2023-02-08,437,Churned,12303.19
2055310,2017,5,24605.82,2017-12-14,2023-06-10,315,Churned,4921.16
549149,2015,6,24580.11,2015-10-01,2023-02-10,435,Churned,4096.69
960081,2020,2,24559.04,2020-04-28,2022-12-15,492,Churned,12279.52
1198381,2015,1,24543.26,2015-01-21,2015-01-21,3377,Churned,24543.26
1777705,2019,1,24541.19,2019-08-17,2019-08-17,1708,Churned,24541.19
309880,2015,4,24539.08,2015-06-04,2022-05-16,705,Churned,6134.77
1703585,2018,4,24537.82,2018-01-27,2022-09-24,574,Churned,6134.46
1515866,2022,4,24527.26,2022-01-15,2023-07-27,268,Churned,6131.82
1416662,2019,3,24511.49,2019-09-29,2023-01-25,451,Churned,8170.50
1083206,2019,1,24495.78,2019-08-29,2019-08-29,1696,Churned,24495.78
1671840,2018,4,24485.37,2018-02-06,2023-01-18,458,Churned,6121.34
2058603,2020,3,24474.16,2020-06-09,2024-03-02,49,Active,8158.05
1326744,2019,2,24448.81,2019-02-21,2022-05-28,693,Churned,12224.41
1222082,2017,4,24397.88,2017-10-07,2019-01-30,1907,Churned,6099.47
1878170,2018,3,24397.52,2018-02-26,2021-12-11,861,Churned,8132.51
928763,2015,4,24368.90,2015-11-28,2023-08-03,261,Churned,6092.23
832100,2018,4,24357.88,2018-03-01,2023-05-07,349,Churned,6089.47
2065616,2020,4,24339.95,2020-06-03,2023-09-20,213,Churned,6084.99
830923,2023,4,24333.74,2023-02-04,2024-03-06,45,Active,6083.44
443577,2021,5,24327.94,2021-04-15,2023-11-24,148,At Risk,4865.59
1793614,2019,2,24305.30,2019-07-20,2022-05-19,702,Churned,12152.65
1982419,2015,3,24288.56,2015-11-25,2023-08-19,245,Churned,8096.19
1973387,2019,5,24258.16,2019-12-20,2024-01-25,86,Active,4851.63
2008193,2017,4,24239.95,2017-12-09,2024-01-02,109,At Risk,6059.99
643690,2022,3,24227.06,2022-09-27,2023-09-27,206,Churned,8075.69
1091918,2017,6,24220.84,2017-02-09,2024-03-22,29,Active,4036.81
916301,2019,4,24149.78,2019-01-28,2023-06-08,317,Churned,6037.45
868185,2018,4,24111.53,2018-01-01,2024-04-20,0,Active,6027.88
1203005,2017,2,24051.46,2017-07-01,2021-07-07,1018,Churned,12025.73
436837,2023,2,24014.36,2023-01-17,2023-07-24,271,Churned,12007.18
1256283,2022,1,23995.67,2022-01-29,2022-01-29,812,Churned,23995.67
1618306,2017,1,23964.46,2017-05-18,2017-05-18,2529,Churned,23964.46
1693116,2019,4,23962.90,2019-02-11,2023-08-15,249,Churned,5990.73
1938302,2018,1,23925.20,2018-07-04,2018-07-04,2117,Churned,23925.20
405438,2023,1,23909.58,2023-02-20,2023-02-20,425,Churned,23909.58
917188,2018,1,23888.05,2018-01-04,2018-01-04,2298,Churned,23888.05
852536,2020,1,23883.30,2020-11-02,2020-11-02,1265,Churned,23883.30
2022530,2015,5,23871.21,2015-12-15,2022-10-20,548,Churned,4774.24
557072,2021,2,23863.09,2021-05-13,2021-12-15,857,Churned,11931.55
1093787,2018,1,23845.33,2018-12-12,2018-12-12,1956,Churned,23845.33
1560258,2016,3,23819.18,2016-01-27,2022-08-01,628,Churned,7939.73
1459341,2015,5,23805.15,2015-06-23,2022-12-30,477,Churned,4761.03
1195878,2019,4,23782.60,2019-01-29,2023-06-24,301,Churned,5945.65
980278,2018,1,23775.22,2018-08-30,2018-08-30,2060,Churned,23775.22
2012969,2015,5,23770.22,2015-03-17,2022-10-29,539,Churned,4754.04
840603,2015,2,23734.79,2015-02-26,2018-05-24,2158,Churned,11867.40
2057524,2017,2,23733.43,2017-10-16,2022-09-29,569,Churned,11866.72
1285510,2016,2,23723.76,2016-12-06,2018-06-05,2146,Churned,11861.88
586412,2017,2,23702.60,2017-01-04,2023-12-21,121,At Risk,11851.30
1158701,2019,2,23688.55,2019-01-19,2021-07-17,1008,Churned,11844.28
1720539,2019,2,23676.87,2019-06-15,2022-10-27,541,Churned,11838.44
1099573,2018,4,23674.92,2018-01-15,2022-09-12,586,Churned,5918.73
873892,2018,3,23668.61,2018-02-22,2022-11-17,520,Churned,7889.54
1820306,2016,6,23658.63,2016-08-24,2023-09-07,226,Churned,3943.11
251369,2017,4,23657.67,2017-12-28,2023-06-02,323,Churned,5914.42
1073046,2018,2,23654.10,2018-12-18,2019-08-27,1698,Churned,11827.05
410575,2018,2,23651.75,2018-06-30,2024-02-13,67,Active,11825.88
2061146,2017,8,23646.88,2017-05-16,2022-10-22,546,Churned,2955.86
1558414,2017,6,23645.82,2017-10-14,2023-06-02,323,Churned,3940.97
1246962,2015,7,23643.10,2015-11-27,2023-01-26,450,Churned,3377.59
2089753,2020,2,23639.95,2020-01-01,2023-04-27,359,Churned,11819.98
532378,2018,4,23630.43,2018-06-13,2022-04-29,722,Churned,5907.61
1536053,2017,3,23627.00,2017-03-09,2021-08-10,984,Churned,7875.67
433710,2018,6,23608.21,2018-02-19,2024-04-05,15,Active,3934.70
1818849,2020,1,23607.81,2020-11-17,2020-11-17,1250,Churned,23607.81
1628372,2021,3,23601.06,2021-11-09,2023-09-18,215,Churned,7867.02
1726776,2022,2,23591.59,2022-01-08,2022-08-22,607,Churned,11795.80
496738,2019,1,23589.85,2019-05-04,2019-05-04,1813,Churned,23589.85
983975,2015,1,23578.58,2015-08-22,2015-08-22,3164,Churned,23578.58
631474,2021,2,23576.07,2021-09-06,2023-01-26,450,Churned,11788.04
1958930,2018,3,23571.46,2018-06-25,2023-01-19,457,Churned,7857.15
1378180,2016,5,23555.24,2016-05-07,2023-09-02,231,Churned,4711.05
1429736,2018,4,23550.14,2018-04-25,2023-01-05,471,Churned,5887.54
534673,2022,4,23548.01,2022-02-16,2023-12-29,113,At Risk,5887.00
134735,2018,1,23530.46,2018-06-04,2018-06-04,2147,Churned,23530.46
1618646,2017,2,23518.87,2017-09-15,2023-07-10,285,Churned,11759.44
1043207,2018,1,23512.28,2018-02-07,2018-02-07,2264,Churned,23512.28
1985243,2018,4,23511.88,2018-10-10,2023-07-19,276,Churned,5877.97
1238341,2021,3,23465.88,2021-12-08,2023-01-24,452,Churned,7821.96
269309,2019,4,23462.48,2019-07-19,2023-03-13,404,Churned,5865.62
920105,2015,3,23462.04,2015-06-23,2024-04-20,0,Active,7820.68
777227,2015,4,23450.78,2015-06-16,2023-12-09,133,At Risk,5862.70
1791069,2022,2,23443.59,2022-12-23,2024-03-08,43,Active,11721.80
1862714,2018,3,23443.16,2018-11-24,2023-02-01,444,Churned,7814.39
1349146,2022,1,23434.86,2022-12-24,2022-12-24,483,Churned,23434.86
491812,2018,4,23407.85,2018-12-22,2024-01-15,96,At Risk,5851.96
1490471,2019,5,23386.71,2019-09-30,2023-05-24,332,Churned,4677.34
1694236,2018,5,23379.20,2018-10-26,2021-12-22,850,Churned,4675.84
537326,2016,3,23332.28,2016-11-26,2023-07-01,294,Churned,7777.43
1600418,2019,6,23317.55,2019-05-31,2024-01-20,91,At Risk,3886.26
1490139,2016,6,23311.18,2016-06-20,2023-08-29,235,Churned,3885.20
886565,2022,3,23297.33,2022-01-04,2023-12-16,126,At Risk,7765.78
1615141,2019,4,23295.78,2019-06-20,2023-08-16,248,Churned,5823.95
557917,2022,1,23289.44,2022-06-28,2022-06-28,662,Churned,23289.44
1930842,2018,3,23287.83,2018-02-14,2023-08-30,234,Churned,7762.61
473228,2022,2,23276.22,2022-11-18,2023-12-13,129,At Risk,11638.11
957020,2019,2,23275.12,2019-01-04,2019-10-17,1647,Churned,11637.56
1041745,2022,2,23257.09,2022-02-11,2023-01-25,451,Churned,11628.55
1272402,2018,2,23231.15,2018-10-28,2024-01-26,85,Active,11615.58
1945680,2019,2,23230.04,2019-08-03,2021-11-04,898,Churned,11615.02
1103451,2017,1,23216.48,2017-03-09,2017-03-09,2599,Churned,23216.48
607748,2019,2,23215.08,2019-08-17,2022-05-25,696,Churned,11607.54
987490,2015,3,23199.57,2015-11-14,2019-09-10,1684,Churned,7733.19
2008489,2022,1,23154.74,2022-02-01,2022-02-01,809,Churned,23154.74
338508,2017,3,23150.16,2017-07-13,2019-12-28,1575,Churned,7716.72
1221820,2019,4,23113.17,2019-12-31,2022-08-10,619,Churned,5778.29
1288792,2021,2,23053.06,2021-11-16,2023-10-25,178,At Risk,11526.53
913130,2016,4,23042.79,2016-05-06,2023-08-07,257,Churned,5760.70
1120902,2016,4,23026.10,2016-08-03,2022-06-18,672,Churned,5756.53
1910484,2017,2,23023.73,2017-02-17,2017-11-25,2338,Churned,11511.87
563281,2017,1,23009.39,2017-08-02,2017-08-02,2453,Churned,23009.39
2095975,2018,4,22980.22,2018-11-24,2022-05-28,693,Churned,5745.06
1166920,2018,3,22972.49,2018-10-25,2020-05-09,1442,Churned,7657.50
1052142,2017,1,22965.65,2017-06-01,2017-06-01,2515,Churned,22965.65
1378043,2015,2,22958.01,2015-05-09,2019-01-09,1928,Churned,11479.01
1475532,2017,3,22948.46,2017-12-21,2024-03-06,45,Active,7649.49
1549086,2020,2,22946.31,2020-01-01,2023-06-03,322,Churned,11473.16
488327,2016,3,22933.51,2016-07-18,2023-06-03,322,Churned,7644.50
1210052,2016,4,22929.92,2016-06-24,2023-03-09,408,Churned,5732.48
1637114,2018,3,22925.74,2018-12-08,2023-01-08,468,Churned,7641.91
881402,2021,2,22914.54,2021-07-30,2022-10-24,544,Churned,11457.27
1474949,2019,4,22901.95,2019-05-04,2023-12-21,121,At Risk,5725.49
400878,2016,1,22896.08,2016-07-16,2016-07-16,2835,Churned,22896.08
599128,2019,2,22881.55,2019-10-03,2024-01-16,95,At Risk,11440.78
546439,2018,3,22876.53,2018-02-15,2022-03-09,773,Churned,7625.51
517879,2019,3,22869.51,2019-08-30,2023-12-02,140,At Risk,7623.17
1432313,2021,4,22865.40,2021-02-17,2024-01-06,105,At Risk,5716.35
809360,2018,3,22859.87,2018-12-24,2022-05-19,702,Churned,7619.96
1667657,2017,3,22850.95,2017-12-05,2019-02-19,1887,Churned,7616.98
701114,2016,1,22838.71,2016-06-03,2016-06-03,2878,Churned,22838.71
1196168,2017,3,22838.34,2017-11-02,2022-10-20,548,Churned,7612.78
933928,2022,1,22825.39,2022-01-19,2022-01-19,822,Churned,22825.39
2043961,2020,3,22824.59,2020-10-26,2022-12-29,478,Churned,7608.20
1033112,2018,3,22809.75,2018-08-30,2023-08-07,257,Churned,7603.25
688241,2017,4,22798.04,2017-08-19,2024-01-25,86,Active,5699.51
1584971,2020,3,22793.08,2020-02-17,2022-04-13,738,Churned,7597.69
1481150,2021,1,22777.34,2021-09-22,2021-09-22,941,Churned,22777.34
394636,2018,5,22770.48,2018-12-31,2022-10-29,539,Churned,4554.10
1819837,2022,2,22766.22,2022-12-12,2023-03-24,393,Churned,11383.11
953406,2016,1,22731.69,2016-12-31,2016-12-31,2667,Churned,22731.69
591376,2015,5,22718.78,2015-08-11,2021-12-01,871,Churned,4543.76
1035822,2019,3,22717.71,2019-11-20,2024-03-05,46,Active,7572.57
1727170,2015,4,22710.87,2015-02-09,2021-08-12,982,Churned,5677.72
1962960,2022,3,22705.10,2022-08-24,2023-11-14,158,At Risk,7568.37
969922,2016,2,22698.70,2016-12-23,2023-06-29,296,Churned,11349.35
1812964,2019,2,22696.89,2019-07-12,2024-01-18,93,At Risk,11348.45
1823527,2018,5,22692.90,2018-10-10,2023-01-18,458,Churned,4538.58
1903876,2019,3,22688.29,2019-02-26,2022-12-21,486,Churned,7562.76
2035316,2016,3,22684.55,2016-10-19,2023-11-13,159,At Risk,7561.52
1936484,2018,4,22681.70,2018-07-28,2024-01-17,94,At Risk,5670.43
1504600,2016,3,22678.71,2016-09-29,2022-01-14,827,Churned,7559.57
389555,2015,2,22678.14,2015-11-28,2022-01-06,835,Churned,11339.07
1856718,2020,2,22677.79,2020-06-09,2023-02-18,427,Churned,11338.90
580680,2018,4,22657.87,2018-10-31,2023-01-11,465,Churned,5664.47
1558126,2022,1,22656.45,2022-11-24,2022-11-24,513,Churned,22656.45
988540,2018,4,22655.65,2018-03-16,2024-02-20,60,Active,5663.91
1497294,2015,4,22652.95,2015-09-30,2021-12-03,869,Churned,5663.24
843297,2021,4,22643.22,2021-08-14,2023-12-29,113,At Risk,5660.81
1890827,2020,1,22636.78,2020-05-28,2020-05-28,1423,Churned,22636.78
567025,2021,3,22630.92,2021-11-30,2024-01-16,95,At Risk,7543.64
466427,2020,1,22623.63,2020-05-23,2020-05-23,1428,Churned,22623.63
2036473,2020,2,22607.87,2020-02-24,2023-11-19,153,At Risk,11303.94
1607087,2018,2,22607.16,2018-03-13,2022-01-08,833,Churned,11303.58
1913308,2017,3,22606.65,2017-12-29,2022-06-16,674,Churned,7535.55
467797,2020,3,22604.37,2020-03-17,2023-02-23,422,Churned,7534.79
1388751,2018,2,22570.31,2018-12-10,2019-05-14,1803,Churned,11285.16
1337428,2016,4,22565.66,2016-06-06,2022-09-08,590,Churned,5641.42
877974,2022,2,22562.48,2022-09-07,2024-04-20,0,Active,11281.24
1925659,2018,3,22547.21,2018-03-26,2023-05-20,336,Churned,7515.74
469141,2023,1,22544.35,2023-06-06,2023-06-06,319,Churned,22544.35
838437,2016,3,22536.31,2016-10-14,2022-08-26,603,Churned,7512.10
913958,2021,2,22536.00,2021-05-15,2023-08-24,240,Churned,11268.00
1366879,2016,2,22512.54,2016-12-24,2023-01-10,466,Churned,11256.27
1445336,2017,4,22496.84,2017-01-05,2022-12-09,498,Churned,5624.21
981423,2016,1,22492.66,2016-04-29,2016-04-29,2913,Churned,22492.66
1979693,2017,3,22484.74,2017-10-21,2022-11-09,528,Churned,7494.91
386364,2016,1,22473.00,2016-06-16,2016-06-16,2865,Churned,22473.00
1457817,2019,5,22446.70,2019-07-20,2024-02-01,79,Active,4489.34
1591152,2022,1,22439.53,2022-06-01,2022-06-01,689,Churned,22439.53
929419,2018,2,22439.19,2018-05-22,2020-02-12,1529,Churned,11219.60
1427444,2018,5,22423.28,2018-03-09,2023-05-13,343,Churned,4484.66
580945,2019,2,22423.24,2019-01-23,2019-11-15,1618,Churned,11211.62
944192,2017,2,22416.47,2017-06-09,2023-06-24,301,Churned,11208.24
1598214,2017,4,22402.70,2017-05-26,2022-02-12,798,Churned,5600.68
1961469,2018,5,22397.38,2018-06-30,2023-07-19,276,Churned,4479.48
549421,2018,2,22395.20,2018-12-27,2023-02-23,422,Churned,11197.60
2055060,2016,4,22379.80,2016-02-27,2021-10-12,921,Churned,5594.95
163880,2016,2,22366.67,2016-06-29,2021-10-27,906,Churned,11183.34
1978988,2018,4,22355.41,2018-08-31,2022-09-16,582,Churned,5588.85
1661132,2021,1,22345.97,2021-05-22,2021-05-22,1064,Churned,22345.97
1876468,2019,6,22338.77,2019-12-13,2024-01-01,110,At Risk,3723.13
1849862,2017,2,22335.73,2017-12-11,2018-06-29,2122,Churned,11167.87
608672,2023,1,22319.29,2023-09-09,2023-09-09,224,Churned,22319.29
1329243,2016,2,22311.69,2016-03-10,2022-05-17,704,Churned,11155.85
402597,2023,2,22306.24,2023-05-27,2024-03-02,49,Active,11153.12
401044,2015,4,22290.35,2015-05-09,2023-12-02,140,At Risk,5572.59
1857966,2016,4,22285.23,2016-07-08,2022-03-19,763,Churned,5571.31
1975724,2015,5,22279.61,2015-09-07,2022-12-01,506,Churned,4455.92
1021516,2017,2,22278.37,2017-08-03,2020-08-22,1337,Churned,11139.19
1574073,2017,4,22269.79,2017-02-02,2023-10-12,191,Churned,5567.45
1426182,2019,4,22259.35,2019-10-15,2022-06-29,661,Churned,5564.84
2072209,2015,4,22253.86,2015-12-02,2023-08-20,244,Churned,5563.47
1468268,2017,4,22237.54,2017-05-30,2019-02-15,1891,Churned,5559.39
1007645,2017,6,22221.91,2017-01-25,2023-08-15,249,Churned,3703.65
1247543,2018,2,22206.62,2018-02-13,2019-09-17,1677,Churned,11103.31
472899,2017,4,22199.25,2017-12-01,2022-10-18,550,Churned,5549.81
467757,2016,2,22186.71,2016-02-04,2019-03-30,1848,Churned,11093.36
1100748,2019,4,22178.46,2019-04-27,2023-07-22,273,Churned,5544.62
1729646,2018,3,22144.55,2018-08-22,2021-03-19,1128,Churned,7381.52
1948692,2022,1,22108.81,2022-05-05,2022-05-05,716,Churned,22108.81
895102,2023,1,22096.25,2023-04-12,2023-04-12,374,Churned,22096.25
457820,2019,2,22095.28,2019-04-23,2022-05-13,708,Churned,11047.64
1767871,2018,3,22069.97,2018-10-12,2023-02-18,427,Churned,7356.66
807963,2019,3,22066.84,2019-02-27,2021-05-06,1080,Churned,7355.61
496377,2022,3,22062.23,2022-07-07,2024-03-20,31,Active,7354.08
1395130,2022,2,22040.11,2022-01-03,2023-07-05,290,Churned,11020.06
